doc_name,doc_source,doc_type,page_num,chunk_id,chunk_text,created_at
2025ccfsrumkcpolice.pdf,data/2025ccfsrumkcpolice.pdf,pdf,6,1,"6      
Clery Act Hate Crime Definitions  109 Geography Definitions from the Clery Act  110 Campus Fire Safety                                                                                                               111                          Student Housing Description  111 Student Housing Policies  112 Evacuation Procedures  113 Fire Logs  109 Regular Mandatory Fire Drills  110 Training      111 Plans for Future Improvements  112                                                                                                                                                 Fire Statistics                                                                                                                                113 2024 Fire Statistics  115 2023 Fire Statistics  115 2022 Fire Statistics  115 Fire Reporting Definitions  117",2026-02-22T23:29:19.230549
2025ccfsrumkcpolice.pdf,data/2025ccfsrumkcpolice.pdf,pdf,7,1,"7      
The University of Missouri Kansas City   The University of Missouri-Kansas City was spawned by a city built at the origin of the Oregon and Santa Fe trails. These roadways to the west began at Old Westport, just a few miles from the present UMKC campus.   In the 1890s, there was talk of founding a university in Kansas City because of the city's growth, but it was not until the 1920s that talk turned to action.  In the postwar decade, the chamber of commerce appointed a committee to consider the possibility of a university in Kansas City. A board of trustees comprised of leading businesspersons was established and the board proceeded cautiously with its plans.   In 1929, a charter for the University of Kansas City was granted. The dream became a reality when William Volker, a local philanthropist for whom the 93-acre Volker campus is named, presented the board with the 40-acre nucleus of the present campus site in Kansas City's Rockhill district. Volker also provided funds to purchase the former private home of Walter S. Dickey, a wealthy Kansas City manufacturer. The ivy-covered stone mansion, now known as Scofield Hall and situated in the center of the campus, was the fled",2026-02-22T23:29:19.230552
2025ccfsrumkcpolice.pdf,data/2025ccfsrumkcpolice.pdf,pdf,7,2,"rchase the former private home of Walter S. Dickey, a wealthy Kansas City manufacturer. The ivy-covered stone mansion, now known as Scofield Hall and situated in the center of the campus, was the fledgling university's first main building. With a charter and a campus site, the Board of Trustees started a citywide drive for funds. In 1933, the University of Kansas City announced that classes would begin in October. A faculty of 17 was hired, and on October 2, 1933, 264 students were enrolled. The University of Kansas City, a private, independent university, had begun.   On July 25, 1963, the University of Kansas City became a part of the University of Missouri System, joining three other campuses located in Columbia, Rolla, and St. Louis. At that time, the Board of Trustees of the University of Kansas City transferred assets estimated at $20 million to the Board of Curators of the University of Missouri.   The University's name was changed to University of Missouri-Kansas City and since 1963 the Kansas City campus has experienced steady growth while expanding on urban connections. The total number of students taking classes at UMKC is now more than 16,300 students.   In addition to ",2026-02-22T23:29:19.230553
2025ccfsrumkcpolice.pdf,data/2025ccfsrumkcpolice.pdf,pdf,7,3," 1963 the Kansas City campus has experienced steady growth while expanding on urban connections. The total number of students taking classes at UMKC is now more than 16,300 students.   In addition to the Volker campus, UMKC operates the Health Science campus, located in midtown Kansas City, MO. This campus is adjacent to University Health hospital, UMKC's primary public teaching hospital, and is home to the UMKC School of Medicine, School of Dentistry, School of Nursing & Health Studies, and the School of Pharmacy.",2026-02-22T23:29:19.230554
2025ccfsrumkcpolice.pdf,data/2025ccfsrumkcpolice.pdf,pdf,8,1,"8      
 The UMKC Police Department Mission and Purpose   The fundamental mission of the UMKC Police Department is to provide the leadership and professional support required to sustain and improve the University System’s efforts to develop a balanced police-University community effort against any lawlessness or disorderly conduct, which could interfere with the general missions of the University System. As such, the UMKC Police Department is an essential university partner promoting a safe and orderly learning environment and enhanced quality of life with a reduction of crime, social disorder, and fear of crime.    Values and Guiding Principles      We are committed to the pursuit of excellence in our delivery of police services.   We recognize our interdependent relationship with the community we serve and will remain sensitive to the community’s priorities and needs.   We collaborate in the development of innovative and responsive problem solving.  We are enriched by the diversity of our community and respect and protect the rights and dignity of all persons.   We conduct all citizen contacts with courtesy and compassion, as we are dedicated to providing the highest level of ser",2026-02-22T23:29:19.230558
2025ccfsrumkcpolice.pdf,data/2025ccfsrumkcpolice.pdf,pdf,8,2,"f our community and respect and protect the rights and dignity of all persons.   We conduct all citizen contacts with courtesy and compassion, as we are dedicated to providing the highest level of service with integrity, fairness, and professionalism.  We serve with courage and pride in maintaining the public trust by upholding the highest ethical standards.  To promote organizational growth, we are committed to assisting in the development of the employee’s professional and personal knowledge, skills, and abilities, in an atmosphere where the work is fun, challenging and satisfying.      University Police   Safety and security is coordinated by the University Police, located at 5005 Oak St., in the lowest level of the Cherry St. Parking Structure. Missouri Revised Statutes recognize UMKC officers as police officers in the State of Missouri, providing the officers with full law enforcement authority within the State of Missouri. UMKC police officers are commissioned under the authority of the University of Missouri Board of Curators and Missouri Peace Officer Standards and Training (POST).",2026-02-22T23:29:19.230559
2025ccfsrumkcpolice.pdf,data/2025ccfsrumkcpolice.pdf,pdf,9,1,"9      
UMKC officers have the same power and authority as any other police officer in the State. Officers are required to maintain the same skills, training, and qualifications regardless of jurisdiction. In many cases, our officers receive extensive specialized training to better serve the University community.   UMKC employs 25 police officers, seven security officers, and six communications operators. All police officers are graduates of MO POST certified police academies such as the Kansas City Police Academy or the MCC-Blue River Public Safety Institute where they receive more than 600 hours of law enforcement training. The academy training consists of approximately six months of instruction covering Constitutional Law, Missouri Statutory Law, Traffic Law, Criminal Investigation, First Aid, Human Behavior, Juvenile Justice and Procedures, Patrol, Report Writing, Traffic Investigation, Defensive Tactics, Driver Training, Firearms, and Physical Training. Successful completion of the academy is a prerequisite for continued employment. All officers are then licensed through the Missouri Department of Public Safety with a Class A license and have the full authority of any police o",2026-02-22T23:29:19.230566
2025ccfsrumkcpolice.pdf,data/2025ccfsrumkcpolice.pdf,pdf,9,2,"e academy is a prerequisite for continued employment. All officers are then licensed through the Missouri Department of Public Safety with a Class A license and have the full authority of any police officer. After completion of the police academy, new officers are further developed in an on-the-job field-training program with a field-training officer as their coach/mentor. Throughout the year, in-service training and other appropriate training using outside agencies and organizations are conducted.     UMKC security officers provide uniformed, unarmed, non-sworn personnel to supplement the department’s police officers. Security officers have the authority to enforce University rules and regulations on University property, but do not have the authority to make arrests.    The UMKC Police Department has primary law enforcement jurisdiction on the campus and associated University properties. As with any other law enforcement agency, it is the duty of the UMKC police officer to keep the peace and maintain order. We strive to maintain an environment that is conducive to the pursuit of academic endeavors.   We are organized as any other police agency, and are comprised of a uniformed pat",2026-02-22T23:29:19.230567
2025ccfsrumkcpolice.pdf,data/2025ccfsrumkcpolice.pdf,pdf,9,3,"ace and maintain order. We strive to maintain an environment that is conducive to the pursuit of academic endeavors.   We are organized as any other police agency, and are comprised of a uniformed patrol division, investigations division, community engagement unit, administrative section and a civilian support staff consisting of communications officers (commonly referred to as radio dispatchers) and security officers.   University police officers conduct foot and vehicular patrols on campus and in the residence community 24-hours a day, throughout the year.  Officers are responsible for reporting and investigating crimes and traffic accidents, responding to medical emergencies, enforcement of state laws and local ordinances, and all other incidents requiring police assistance. Criminal cases are forwarded to the Kansas City Prosecuting Attorney’s Office or the Jackson County Prosecuting Attorney’s Office for prosecution. The department enforces the University parking rules and regulations as well as city traffic regulations on adjacent and through streets.",2026-02-22T23:29:19.230568
2025ccfsrumkcpolice.pdf,data/2025ccfsrumkcpolice.pdf,pdf,10,1,"10      
Volker Campus Patrol Jurisdiction",2026-02-22T23:29:19.230570
2025ccfsrumkcpolice.pdf,data/2025ccfsrumkcpolice.pdf,pdf,11,1,"11      
Health Science Campus Patrol Jurisdiction  
 Relationships with Other Law Enforcement Agencies  The University of Missouri-Kansas City Police Department maintains a close working relationship with the Kansas City, Missouri Police Department, Kansas City, MO Prosecuting Attorney Office, Jackson County Sheriff’s Department, Jackson County Prosecuting Attorney Office, and all metropolitan and Missouri law enforcement agencies. Our cooperative mutual aid agreements provided by a written Memorandum of Understanding with the Kansas City Police Department and Jackson County Sheriff’s Department enables us to work together on a daily basis and in unusual situations while fostering an air of cooperation.    UMKCPD has direct computer access to the Missouri Uniform Law Enforcement System (MULES) as well as the National Crime Information Center (NCIC) in Washington, D.C. Computerized police records allow UMKCPD to share information with other law enforcement agencies.    UMKCPD maintains membership in several metropolitan area law enforcement information-sharing groups including Metro Intel, Metro-list, and Kansas City Terrorist Early Warning Group. During multi-agency emergency oper",2026-02-22T23:29:19.230574
2025ccfsrumkcpolice.pdf,data/2025ccfsrumkcpolice.pdf,pdf,11,2," membership in several metropolitan area law enforcement information-sharing groups including Metro Intel, Metro-list, and Kansas City Terrorist Early Warning Group. During multi-agency emergency operations, a metro-area radio frequency has been established to permit law enforcement and emergency services to effectively communicate and coordinate emergency operations.",2026-02-22T23:29:19.230575
2025ccfsrumkcpolice.pdf,data/2025ccfsrumkcpolice.pdf,pdf,12,1,"12      
Due to the complexity of many investigations, it is important for UMKCPD to work closely with all law enforcement and criminal justice agencies. We are pleased that our working relationships at the federal, state, and local levels continue to serve the university community.",2026-02-22T23:29:19.230577
2025ccfsrumkcpolice.pdf,data/2025ccfsrumkcpolice.pdf,pdf,13,1,"13      
Safety on Campus   The University of Missouri-Kansas City Police Department has the role of gathering information for, preparation of, and submission of the institution's Annual Campus Security Report. The annual campus security report is reviewed and updated annually as one cohesive document per the requirements of federal law. It shall be the duty of the designated CLERY Compliance Officer, to gather the required information for and submit the institution’s Annual Campus Security Report to the designated entity by the United States Department of Education prior to set deadlines. An additional purpose of the Clery report is to serve as a mechanism for the department to meet its role of informing the community, media, and other public members of crimes reported to the department, crime prevention tips, victim/witness services, reporting procedures, mass notification procedures, homeland security/terrorism information, identity theft awareness, important contact information, and additional information from the department.    This report contains three years of crime statistics related to incidents that occurred on the University Campus; in certain Off-Campus buildings or pr",2026-02-22T23:29:19.230583
2025ccfsrumkcpolice.pdf,data/2025ccfsrumkcpolice.pdf,pdf,13,2,"d additional information from the department.    This report contains three years of crime statistics related to incidents that occurred on the University Campus; in certain Off-Campus buildings or property owned or controlled by UMKC; and on public property immediately adjacent to and accessible to the Campus. This report also includes institutional policies concerning campus security, such as policies regarding sexual assault, alcohol, and other drugs.    Campus crime, arrest and referral statistics include those reported to the UMKC Police, designated campus officials known as Campus Security Authorities (including but not limited to directors, deans, department heads, advisors to students/student organizations, athletic department), and local law enforcement agencies. Each entity provides updated information on their educational efforts and programs to comply with the Act. Missouri law requires prompt, mandatory reporting to the local law enforcement agency by health care practitioners (such as those at the student counseling and health center) when they provide medical services to a person they know, or reasonably suspect is suffering from wounds inflicted by a firearm or is a",2026-02-22T23:29:19.230584
2025ccfsrumkcpolice.pdf,data/2025ccfsrumkcpolice.pdf,pdf,13,3,"ners (such as those at the student counseling and health center) when they provide medical services to a person they know, or reasonably suspect is suffering from wounds inflicted by a firearm or is a result of assault or abusive conduct. Department of Counseling, Health and Testing staff inform their clients of the procedures to report crime to the UMKC Police on a voluntary basis should they feel it is in the best interest of the client.    Each year, all students, faculty, and staff are notified electronically about publication of this report; that is, by mass e-mail, posting on UMKC home website, UMatters (faculty/staff eNewsletter) and Roo Connection (student eNewsletter) all of which provide the website to access this report. Copies of the report may also be obtained at the UMKC Police Department located at 5005 Oak St., or by calling (816) 235-1515. All prospective employees may obtain a copy in this manner, and information about the availability of this report is included in the UMKC employment application.",2026-02-22T23:29:19.230585
2025ccfsrumkcpolice.pdf,data/2025ccfsrumkcpolice.pdf,pdf,14,1,"14      
Emergency Response and Evacuation Procedures    The University of Missouri – Kansas City Emergency Operations Plan can be found at  https://www.umkc.edu/alert/EOP_online.pdf. This model emergency response plan has been designed as a strategic plan to provide the administrative procedures necessary to cope with campus emergencies. Any university’s overall ability to respond to an emergency will rely upon tactical plans and business continuity plans developed by its individual departments.  The purpose of any plan is to enable emergency responders and staff to perform essential emergency planning and response functions that will save lives, establish responsibilities necessary to performing these functions; to prevent, minimize and repair damage; and to ensure continuity of operations so that essential services may continue to be provided to the University and its clients.   This plan is intended to be a comprehensive administrative plan for the protection of life and property on this campus. It is compatible with the doctrines and methods expressed in the National Incident Management System (NIMS), the Incident Command System (ICS), the National Response Plan (NRP), Homelan",2026-02-22T23:29:19.230595
2025ccfsrumkcpolice.pdf,data/2025ccfsrumkcpolice.pdf,pdf,14,2,"n this campus. It is compatible with the doctrines and methods expressed in the National Incident Management System (NIMS), the Incident Command System (ICS), the National Response Plan (NRP), Homeland Security Presidential Directive - 5 (HSPD-5), Homeland Security Presidential Directive - 8 (HSPD-8), and other similar directives.  Whenever an emergency affecting the University reaches such proportions that it cannot be handled by routine measures the UMKC Chancellor, or designee, may declare a State of Emergency and shall cause implementation of the Emergency Operations Plan by a designated Incident Commander.   The Initial Responses to a Reported Emergency – Each emergency occurring on-campus shall be reported immediately to the UMKC Police at 816-235-1515 or 911. Upon receiving notification of a reported emergency, the UMKC Police shall initiate the following chronology of events: • Dispatch a police officer to the scene. • Dispatch appropriate EMS/Fire services. • Dispatch appropriate facilities management staff. • Contact Chief of Police and the Director of Public Relations. 1. Chief of Police shall contact University Chancellor. 2. Chancellor and Chief of Police will assign a",2026-02-22T23:29:19.230596
2025ccfsrumkcpolice.pdf,data/2025ccfsrumkcpolice.pdf,pdf,14,3,"ate facilities management staff. • Contact Chief of Police and the Director of Public Relations. 1. Chief of Police shall contact University Chancellor. 2. Chancellor and Chief of Police will assign an emergency status to the incident: Critical Incident (Minor Emergency), Crisis (Major Emergency), or Disaster (Severe Emergency).   In most cases the Incident Commander (IC) will be the Senior UMKCPD Officer on Duty during an emergency incident and will:  • Maintain UMKCPD facilities in a state of constant readiness during an incident. • Initiate the Emergency Notification System – (ENS) as directed.  • Take immediate and appropriate action to protect life and property and to safeguard University records as required. • Obtain law enforcement assistance from city, county, state, or federal governments as required.",2026-02-22T23:29:19.230597
2025ccfsrumkcpolice.pdf,data/2025ccfsrumkcpolice.pdf,pdf,15,1,"15      
• Provide traffic control, access control, perimeter and internal security patrols and coordinate fire, EMS, and other emergency services as needed.  Evacuation procedures are the responsibility of the Incident Commander (IC) in an emergency incident and departments have evacuation procedures in place:  • Procedures for reporting a fire or other emergency. • Procedures for emergency evacuation, including the type of evacuation and exit route assignments. 1. Evacuate the area to the extent appropriate. Move in a safe, orderly manner to the nearest exit. 2. Warn and assist others if safe to do so. 3. Do not use elevators. 4. Call UMKC Police at 816-235-1515 or 911. 5. Report to your building liaison at prearranged location.   Timely Warning Policy-Crime Alerts  In addition to the yearly statistics provided in this booklet and on our website, our department will make periodic reports, or Crime Alerts, to the campus community of recent crimes that may affect the quality of life in the campus area. These reports may include crime prevention recommendations and are intended to raise awareness regarding criminal activity so that the community can increase or implement personal sa",2026-02-22T23:29:19.230603
2025ccfsrumkcpolice.pdf,data/2025ccfsrumkcpolice.pdf,pdf,15,2," the campus area. These reports may include crime prevention recommendations and are intended to raise awareness regarding criminal activity so that the community can increase or implement personal safety strategies. These alerts, issued in a timely manner, will withhold the names of victims as confidential.    Crime Alerts may be disseminated via campus e-mail, voice mail, posted in selected offices on campus, including student public areas, residence halls, and campus building liaisons, U-News student newspaper, and the UMKC Police website at www.umkc.edu/police    The UMKC Police Department Chief or a designee will develop timely warning notices for the University Community to notify members of the community about serious crimes against people that occur on or near campus, where it is determined that the incident may pose an ongoing threat to members of the UMKC community. These warnings will be distributed if the incident is reported to UMKCPD, a Campus Security Authority, or KCPD when they notify us about a serious crime that occurred on campus.    The department may issue/post Crime Alerts for incidents of  • Murder  • Aggravated assault (cases involving assaults among known ",2026-02-22T23:29:19.230604
2025ccfsrumkcpolice.pdf,data/2025ccfsrumkcpolice.pdf,pdf,15,3,"when they notify us about a serious crime that occurred on campus.    The department may issue/post Crime Alerts for incidents of  • Murder  • Aggravated assault (cases involving assaults among known parties, such as two roommates fighting which results in an aggravated injury, will be evaluated on a case-by-case basis to determine if the individual is believed to be an on-going threat to the larger UMKC community)  • Robbery involving force or violence (cases including pick pocketing and purse snatching will typically not result in the issuance of a Crime Alert, but will be assessed on a case-by-case basis)  • Sexual Assault (considered on a case-by-case basis depending on the facts of the case, when the incident occurred versus when it was reported, and the amount of information known by the UMKC Police Department)  • Major incidents of arson  • Other crimes as determined necessary by the Chief of Police, or the Patrol Commander in his absence.",2026-02-22T23:29:19.230605
2025ccfsrumkcpolice.pdf,data/2025ccfsrumkcpolice.pdf,pdf,16,1,"16      
  UMKCPD will generate an email which will be approved and forwarded by University Public Relations to the University Community as a mass email. Updates to the UMKC community about any particular case resulting in a crime alert may be distributed via mass email or may be shared with The U-News for a follow-up story.    Crime Alerts are filed in the case jacket with the corresponding case report. The department does not issue crime alerts for the above listed crimes if:  1. The department apprehends the subject(s) and the threat of imminent danger for members of the UMKC community has been mitigated by the apprehension.  2. If a report was not filed with UMKCPD or if UMKCPD was not notified by campus officials in a manner that would allow the department to post a ""timely"" warning for the community. A general guideline will include a report that is filed more than five days after the date of the alleged incident may not allow UMKCPD to post a ""timely"" warning to the community. This type of situation will be evaluated on a case-by-case basis.       The department also maintains a daily crime log which is normally updated each business day and contains all crimes reported to U",2026-02-22T23:29:19.230611
2025ccfsrumkcpolice.pdf,data/2025ccfsrumkcpolice.pdf,pdf,16,2,"his type of situation will be evaluated on a case-by-case basis.       The department also maintains a daily crime log which is normally updated each business day and contains all crimes reported to UMKCPD in our patrol area.       Emergency Notification    Upon the occurrence of an emergency, the Communications and Warning Committee will provide immediate notice to appropriate segments of the campus community upon confirmation of a significant emergency or dangerous situation involving an immediate threat to the health or safety of students or staff, unless such notice would compromise efforts to contain the emergency. Confirmation of a significant emergency or dangerous situation will occur through direct observation by UMKCPD, information from the Kansas City Police Department, National Weather Service, local utility companies, etc. The UMKC Chief of Police and the Vice Chancellor for Marketing and Communications are designated as the Communications and Warning Committee in the event of an emergency. This committee is responsible for the content of the message and disseminating emergency information to the campus community. Notifications may occur through use of the University’s",2026-02-22T23:29:19.230612
2025ccfsrumkcpolice.pdf,data/2025ccfsrumkcpolice.pdf,pdf,16,3,"t of an emergency. This committee is responsible for the content of the message and disseminating emergency information to the campus community. Notifications may occur through use of the University’s mass notification service, through the local media, or through other communication channels as appropriate for the emergency. The University’s mass notification service allows for notification through multiple means, including home phone, work phone, cell phone, UMKC email address, text messaging, numeric pager, and alphanumeric pager. Follow up and updates will be disseminated by the same method. Notifications will be sent to the entire campus community with a description of the segment, or segments involved in the notification. Notifications will also be posted on the University website to provide information to the larger community. Other communications methods to the larger community may include, but shall not be limited to, the following: • Web-based messages.",2026-02-22T23:29:19.230613
2025ccfsrumkcpolice.pdf,data/2025ccfsrumkcpolice.pdf,pdf,17,1,"17      
• Establishment of a phone center with a special hotline number that would be staffed during emergencies. • Emergency signage. • Information line and helpline telephone messages. • News releases to the media. • New conferences for the media.      Emergency Notification Annual Testing    As part of UMKC's ongoing emergency preparedness program, UMKC conducts several tests of UMKC Alert! Emergency Mass Notification System. The tests focus on the text messaging, voice messaging and e-mail capabilities of the system. These are unannounced tests and only certain groups of the system are tested. A full unannounced test of the emergency notification system was held on August 31, 2023. A tabletop exercise was conducted of the UMKC Emergency Operations Plan on November 27, 2023. If you require further information on the testing of the emergency notification system, please contact UMKC Department of Strategic Marketing and Communications at (816) 235-1576.  More information about the UMKC Alert Emergency Notification System, as well as registration instructions, can be found at https://www.umkc.edu/alert/. The UMKC Emergency Operations Plan can be found at https://www.umkc.edu/alert",2026-02-22T23:29:19.230620
2025ccfsrumkcpolice.pdf,data/2025ccfsrumkcpolice.pdf,pdf,17,2,"KC Alert Emergency Notification System, as well as registration instructions, can be found at https://www.umkc.edu/alert/. The UMKC Emergency Operations Plan can be found at https://www.umkc.edu/alert/EOP_online.pdf.  Daily Crime Log    The University of Missouri-Kansas City Police Department maintains a written, easily understood Daily Crime Log that records, by the date the crime was reported, any crime that occurred on campus, on a non-campus building or property, on public property, or within the established primary/patrol jurisdiction of the campus and was reported to the department. This log includes: the nature, date, time, and general location of each crime, and the disposition of the complaint, if known. It shall be the duty of the University of Missouri-Kansas City Police Administrative Services personnel to prepare this report in a timely manner, so the community and media have access to the information. The monitoring and recording of criminal activity by students at non-campus locations, of student organizations, officially recognized by UMKC, including student organizations with non-campus housing facilities, if the UMKCPD is not contacted directly, this is accomplish",2026-02-22T23:29:19.230621
2025ccfsrumkcpolice.pdf,data/2025ccfsrumkcpolice.pdf,pdf,17,3,"mpus locations, of student organizations, officially recognized by UMKC, including student organizations with non-campus housing facilities, if the UMKCPD is not contacted directly, this is accomplished by records requests to Kansas City Police Department. This Daily Crime Log for the most current 60 days is normally available in the lobby of the UMKCPD Communications office. Any portion of the Daily Crime Log that is older than 60 days will be made available within two business days of a public request.",2026-02-22T23:29:19.230622
